Username,Label,Text 
@MCentre69,0,Selalu kasus tipu tipu dari kaum ini....belum pernah tersiar pendatang dari Arab gitu
@rianchang2,0,miris sedih kondisi negara sampai segininya
@EBRoestono,0,BROO.... digambar berita KTP KENDARI.. kok bisa bikin di Jakarta???? UNFOL DEH..gak mutu.
@Muhamma05385419,0,Agama Islam? Ga salah tuh dukcapil??
@DekNanang,0,Banyak tukang sulap jalanan
@King08Salman,1,Pelihara cinak = pelihara racun.
@HokiMenang,0,Negara amburadul
@irfan_boement,0,Alangkah lucu nya negeri ku...sekarang..
@mas_bud12,0,"Pujaaaa kerang ajaib,"
@VesalHakim,1,Siapalah bajingan yg ngijin manusia ini masuk dan bikin KTP.... mestinya diusut tuntas...
@faisalgeulangg1,0,Baru tau ya........banyak masih yg spt ini berkeliaran
@qalsrama,0,Trus dipenjaranya dimana? Di Zambia?
@marso10033621,0,yang mengeluarkan KTP seharusnya ditangkap
@andialmeera,0,Hanya di RI bikin KTP dan segala2 nya mudah bagi WNA(ada uang sgl nya pun mudah)
@jprabo,0,Negeri ku semakin hebaaat....
@sudahyasayangya,1,"prabowo sama jokowi cuma kacungnya cina, bisanya cuma jilat si jinping"
@tukanganalisa,0,ancur
@Tulkiyjemm,0,Jangan2 kekurahan yg nganter si joko kemaren..
@okidwipie,1,"Btw, dua2nya sama2 bigot rasis. Yg satu ngatain ""dasar c*na"", yg satunya bikin hestek ""musl*m dodol""."
@dika_dikungz,1,Udah deh kalo jawa muslim lagi pada berantem masalah agama ini kita cina-cina nonis ini ga usah sok ngide ngikut2 dah :) kek yang paham aje ributnya kenape.
@nyomskyy,1,"Heran, kenapa ni org cina pilih kasih ama anak jawa, pedittttt. Tapiiiii, l inget2 lagi cerita2 dr Mama, waktu kecil suka dimusuhin sm anak2 jawa, dikatain ""dasar cino"". Suka diajak berantem, dilemparin batu, dll. Kasian, lebih keras coy drpd diriqu."
@neti260981,1,kalo berantem ngatain: dasar jawa! dasar cina! biasa aja tuuuuh...
@sudahvaksinasi,0,Aku mau jalan2 ke jember tp lewat bandung dulu liat orang jawa dan cina berantem pukul2an sampe mati tp ternyata ga jadi
@Tita83079013,0,"Toko orang Tionghoa di beri nama , sumber rejeki , sinar mas , wayang , podo moro Toko orang Jawa di beri nama : qulbu ,bilqis ,halal, al iksan , barokah ."
@RulliKhoiriyah,1,"Di dalam TJ pun bisa terjadi rasisme ya Di area khusus wanita ada 2 laki-laki, yang 1 berlogat Jawa, yang 1 seperti keturunan Cina. Ditegor suruh pindah ke tengah (area laki-laki), 22nya malah berantem. ""Udah diem aja lu Cina"" ""Eh Jawa, gak usah nyolot lu"""
@Dydydi,0,"Tu namanya geer, Baper .. Gw tiap hari dipanggil koko ya cuek aja. Di ajak berantem pake di panggil koko ya cuek aja .g usah sok framing rasis. G toleran dll.. Biasanya orang yang baperan,sok geer itu yang rasis.. Dah dari dulu Cina dipangging cici koko. Jawa,mas mbak,"
@utisuperb,1,"Krn prnh ngerasain tenangnya solat dan damainya misa, pernah mikir ""Untung gw org Jawa"" dan ""Knp gw ga terlahir Cina aja sih"", serta belajar ttg bgmn pengalaman seseorg membentuk kepercayaannya waktu pendidikan psikiater, kok rasanya sedih ya melihat orang berantem krn beda paham"
@Anonymouslem_X,1,"Masih kalah lah ma cina, orang jawa sunda minang dll yg mau nurut bisa disekolahin sampai kuliah, akademi dibayarin daftar PNS dimodalin dibayarin SK nya... kurang apa tuh baeknya mereka? Haiyyaaa hahahahahahahaa"
@therapeuticsoul,0,"cewe jawa selain kata ""terserah"" juga akrab dengan kata ""manut"" contohnya: ""mau makan dimana ini?"" ""manut wes"""
@wahhabicc_jabar,0,KOPLAK...!!!
@TretanMuslim,1,"Orang madura klo dagangannya mau di gusur satpol PP bakal beralasan : ""Ini bukan tanah pemerintah, ini tanah gusti Allah"""
@Senhaeyoe,1,Apakah nanti ada sate Madura bertoping sabu?
@diaioen,1,Asal untuk ngaji gpp. Tapi kalo untuk doa di greja gaboleh..
@kwackyy,1,"gabakal seru orang madura diajak debat, jawabnya langsung ke raja terakhir"
@Rathalos_Ruby,1,Ustaz Snoop Dogg
@makan_keliling_sby,0,Kalian sudah pernah coba makanan khas Madura ? Wajib coba nih soto daging Basmallah dekat jembatan Suramadu
@segogorengpedes,0,Anti kalah kalah klub
@yugaridoanggara,1,"Bisa bang, Apalagi kalau lagi lapar. SArapan BUbur kan nambah semangat ngajinya Hihihihi"
@normansafii05,0,Madura tiada tanding
@ikhaikoh,0,Madura empire
@rizkyfortuna_12,1,Susah klo udah sama orang Madura
@baguskaguya,1,Orang arab takut sama orang madura. Kata jendral sunda empire
@arief_kuy,0,"Adem banget pas paus dtg ke istiqlal, serasa indonesia jadi negara paling toleransi sedunia"
@male_dryad_,1,orang madura hatam life hack melewati dari api neraka ya
@MasRichieYogs,0,"Halo pak Muslim, ati"" di carok antum wkwk"
@rizki_faqih,0,Akhirnya yg ditunggu2 orang madura asli berkomentar hahah
@IdMufti,1,Gini nih kalo ustadz ijazahnya nyogok;v
@rizal_su19,0,Aku cinta madura wkwkwk
@madegunawan48,1,Jawa = hama
@wekilonyapo,0,tebak suku yang sering hina jawa
@madegunawan48,0,Bali terpandang bahkan didunia bos
@kinan_pwed,0,"gak sabar buat nonton indonesia di pildun nanti, jangan buat rusuh lah ya"
@dimas.andika.sapu7,0,"orang"" di Bali ga ono sing koyo ngono kui, gw kenal orng Bali aj bru kenal ga da yg bgni"
@lyaamlbb04,0,"klo g suka skip/diem aja bg, g smua hrus di ungkapin"
@lyaamlbb04,0,"lah? btul lah kata gw, klo g suka skip aja dri pda lu komentar buruk, inget buat org sakit hati itu jga dosa"
@abizldkspdjohdlzb,0,sunda
@hiliihkimaqq,0,laah sunda juga jawa
@hiliihkimaqq,0,suku Sunda dan Suku Jawa sebenarnya berasal dari nenek moyang yang sama. nenek moyang kedua suku ini berasal dari dataran Yunan di tiongkok
@kakarotgoku_,0,kocak Sunda juga kenak kalik
@kakarotgoku_,1,"iya, semua suku juga saling ngatain, malah nih yak, gw tinggal di Jateng sering ngatain gw Sunda itu femboy"
@razord06,0,jawa apanya kalo lu bilang sunda di p.jawa baru bener
@WilsonS158,0,"""Virus"" yg paling berbahaya adalah mereka yg ber selubung agama membodohi masyarakat Indonesia."
@razord06,0,"sunda ya sunda,jawa ya jawa,sunda lebih dulu ada ketimbang suku jawa di p.jawa."
@ikisigma,0,"setau gue yg orng² suku sumatera dah, kalo Sunda emng udh dari dulu tapi cuma lucu² doang"
@gmnambeng,0,sunda ga mau mengganggap bahwa sunda dari Jawa
@clara79644,0,ini bahas suku bukan keturunan. kalo kita bahas keturunan kita semua sama keturunan nabi adam
@SusantySan63509,0,Kontol tom lombong sdh seharus nya di basmi ini orang
@dol18263987,1,"bangsat moga2 kena bencana lo,gk abis2 y nyakitin islam"
@PIUL_weld,1,"Lama² RAKYAT cma jdi budak.. pejabat jdi penjahat,, tiongkok jdi penguasa.. HEBAT BUANGAT TANAH AIR BETA."
@anjazpride31,1,sunda ama entitas indonesia timut si hitam hitam
@abizldkspdjohdlzb,0,"iya, sbnr nya jg bkn soal daerah si, tapi orang nya yg rasis atau ga"
@hanzurboyyy,0,"lampung juga sering bang, gw tinggal di lampung soalnya"
@gnk_202,1,sunda gak punya pulau
@MazaZhang,0,"Lah ini kan pik wajar banyak orang Cina, org pribumi jg banyak kok, rasis amat lo bang"
@Rendraviola,0,"Kita punya uang, kita punya kuasa"
@JhonRonal19,1,"Negara Indonesia ada karena orang Cina dtg ke Nusantara, taik cina juga berharga"
@Salmanbest41489,1,Mana yg ngaku pribumi yg selalu koar koar pribumi kalo ada kaya mingkem semua mulut nya
@indo_mie13,1,Mau kaya kek kami etnis tionghoa ya kerja dan berusaha klo jatuh bangun lagi biar bisa bersaing bukan malah ngeluh ngeluh ngeluh lalu nyerah dan salahin orang yang sudah sukses  sampk kiamat pun klo hanya ngeluh ya ga bakal bisa bersaing sama kami hahahahaa
@hannnnnnnnn30,0,perasaan itu bukan wilayah indo dah
@hannnnnnnnn30,1,"bukan lu bg, gw punya kawan sunda di wa aja srg rasis"
@.why_sptra0,1,asunda bro sering bngt itu
@4r1s4a,0,batak
@Ali_M_A_Siregar,1,"Fakta banget..tapi pribumi bnyk gak sadar betapa jahat nya misi cina"" biadab mau menguasai Negeri ini"
@Zipo_8,0,"Nih anjing nusuh negara sesungguhnya, ngadu domba cina ama pribumi. Ekh anjing lo HTI ya?"
@SHS6174,0,Kalau miskin dan ga sanggup beli ya jangan menghasut wkakwkakkk
@argusjulz69,1,Eh hijab betina… rasis aja masihan si 2024… mending hijabmu buat sumpel congormu yang rasis… mending lu ke palestina jualan kemem aja drpd bacot.
@alan30552,0,lahir tahun berapa bro? gk pernah tau kerusuhan mei 1998?
@titik.titik.titik.apalah,0,lu Wak lu suka bikin adu domba
@kefin.prayoga2,0,Aceh nomor satu
@alan30552,0,ingat ya guys chindo dan yang lainnya tak pernah saling konflik dari dulu sejak indo belum berdiri sudah hormat berteman bersaudara
@kacamataasoyy,1,pendukungnya anies ini pokonya bencin banget china cina padahal hapenya made in china
@HakamH5,1,Orang Tionghoa tidak boleh punya tanah di Jogja karena dulu etnis Tionghoa mengkhianati Jogja itu Sejarah.
@Arka1874,1,Ga heran selama hidup orang yang aku liat sering julid parah tuh ya org2 di pulau jawa
@saturrine,1,"BENAR, setengah orang Jawa di dalam diri saya suka ngomongin dari belakang, setengah sumatera suka konfrontasi"
@decal__comanie,0,"Batak juga, tapi depan-belakang main juga WKWK"
@madunx234,1,IKN - Ini Negara Konguchu 
@Gmailgmail43325,0,"ANJING BGT BISA NYURUH ORG GONGGONG, SANTET AJA ORGNYA, SUMPAHIN BIAR GA BISA NGMNG CUMA BISA GONGONGG TUH ORG JAHAT"
@hydra3507,0,"ngakak dari zaman kerajaan Majapahit adem ayem katanya terus alasan kerajaan Majapahit sama kerajaan Sunda (gajah Mada) kalau gak salah, kenapa mereka sampai berperang, bahkan tidak boleh ada yang men"
@rvld.13,1,"gak panas apa nya psht tuh (hama jawa) di senggol dikit langsung main keroyokan🤡 karnaval horeg di tegur ibu"" mau di keroyok juga"
@aress20_,1,hina china & jawa mereka gas kan dihina balik mereka minta merdeka. tebak suku??
@nationalistme,0,jelas suku pedalaman
@alexeiz4,0,Si marga pemegang kunci sorga jangan lupa
@justdqi,0,"kebanyakan Aceh si, yg Sumatra Laen biasanya yg koar koar segelintir aj, Aceh pun emg dikit aslinya yg minta pisah"
@namasiapa447,1,"mah itu dah yg bikin SDM kita rendah,makanya orang Indonesia itu badan besar tapi pemikiran nya kek anak kecil"
@zakfmw6661,0,kalo orang lampung ama batak sih g mungkin mereka solid ama jawa
@husainalyyyyyy,1,"klo g salah gini kata katanya: ""kita sudah di hina oleh orang javver"" klo G SALAH"
@krizzpychan,1,"aceh, melayu, minang dah itu semua, sama batak aja mereka tengkar kok"
@dimassiswanto701,0,"yang bikang jawa = hama 85% orang aceh,, suku suku lain di indonesia ngaakan bilang gitu ,gue yakin"
@ikiloakbar,0,gak ada yang peduli lu komen seburuk apapun itu
@user506734243687,1,"psht lu kira orang jawa doang, sunda juga banyak"
@rvld.13,0,wibu bau kencurrr
@frelll05,1,rill bro temen sekolah gw ngatain jawa=hama pas gw hina balik tiba tiba malah body shimming
@ncekksan,0,"sunda ama jawa bukan mah ga pernah koar"" dari jaman majapahit aja masih adem ayem tuh sunda"
@user3628274649,0,"lah sunda masih bagian jawa bg, gw di bekasi aj campur aduk nih bahasa nye"
@hydra3507,0,menikah sama orang jawa btw waktu itu juga peraturan dari Kerajaan sunda bukan kerajaan jawa
@halahhilihheleh,1,iya bener tapi yang rata² bilang Jawir kebanyakan sunda
@givernyss,0,nah bener sunda masih toleran lah
@logicalthinker71,1,iya pulau numpang tapi beda suku
@strng_m4n,0,yakin nih adem ayem
@PatihGutawa,0,Orang Tionghoa tau menempatkan diri dimana tanah di pijak
@AnantaKusumo,0,ITU TOKO ORANG JAWA YANG UDAH TERKENA VIRUS KADRUN
@evaelly27,1,Hrs diusir dari negara kita Indonesia
@paklekmu,1,Keparat yg menyamar jadi arapat.
@EkoEkobigcity,1,Orang cina memang kaya babi kelakuannya
@alfian_fdn,1,Orang jawa malah nyusahin 1 negara
@PalingKepoooo,1,Orang cina dulu kebanyakan ga ikut berjuang ngelawan penjajah malah jualan cari cuan kan babi
@WahyuSe79831162,1,Cina berulah
@yudhas_19,1,gua bali dan emang bener jawa hama
@r.valdi02,0,"lah kok bawa2 Aceh, aku org Aceh aj gk ngehina Jawa loh, bhkn aku punya shbt org Jawa bhkn Papua akur2 aj tuh"
Dhiaseapa,1,"Intinya sumatra, aceh, sunda, gw pernah debat ama orang² dari situ, Kalo lu liat ada orang Sulawesi, kalimantan, dll, ya itu mereka cuma fomo, ikut² yg lain"
@ri4nfr,0,"kalimantan itu gak rasis yg jelas itu Sunda, aceh , Bugis, lampung"
@dendhiyoanda97,0,"pertanyaan nya, kalo mereka dibilang kayak gitu terima nggak ya?"
Ecto,1,yang bilang kaya gitu jawa jawa juga emang tujuannya buat mancing orang
@zidan.abigail,0,lah aku suku batak sering bela suku jawa😂 bahkan sering debat sama orang aceh yg anti sma orang jawa
L I B A S G I L I E,0,"Terima kasih saudaraku disini saya juga berteman dengan orang batak, sudah seperti saudara sendiri"
@parinjan12,1,"JAWA = Hama, btw aku Batak nih bang"
HAQI,1,Aceh udah beda negara kan?
Krizzpy Chan,0,"batak itu terkenal etos kerjanya, bahkan diterima di jawa"
Arχ.,1,"""Jawa=hama"" Battle cry of ORANG MISKIN"
NDOLIP,0,Jawi tiang losss
senpai,0,org pdlaman mana sih ini
devi setia,1,org terkaya di asean jawa bos..yg punya jarum.bca.politron..
makminZhu,1,lagi mikir habib rizik laknatullah lagi ngapain yah wkwk
pussay longgar💅🥰👁️👄👁️,1,mending papua daripada jawa kota limbah
SI ROH KUDIS,1,jawir nyamar
ACEH Pride,1,SUNDA ROHINGYA pasti
ANDREY WILLIAM 🇮🇩,1,panas? nanti ku beri bansos biar kalian tidak menjerit lagi
@HampersJono,1,Cina tolol
@gusdulwacikul,1,"Cino tionghoa seng kelakuane koyok asu, cino jowo bedo neh koyok koncoku"
@ArrosidNu,0,Ish ngeri kali berani lawan Tuhan.
@suepfian,1,"Padahal ga di bali. Yah, mohon dimengerti solidaritas muslim memang tinggi, mba. Cuma karena byk juga yg goblok, makanya meski salah tetep dibela, perkaranya ya cuma goblok itulah wkwkwk"
@udinkampreto,1,Begitulah hidup minoritas di konoha berdampingan dengan agama arogan
@AbdulFiqih16,1,"Eh tolol betina munafiqun mending diem aja klo ngg ngerti substanasi, lu pake hijab ko komen lu seakan-akan umat Muslim yang ngg toleran. Goblok"
bima suka nasi padang,0,muka gw cina tapi suku gw jawa
_dikaaagtgg_,1,irenfg sipit koe mas
Remon anggara,1,jawa magrib
bima suka nasi padang,1,seputih apa sih lu wkwkwkwk
Abu Hanif,1,"
ciwo Cino jowo"
empire.,1,JAWA=HAMA
Who am I now?,1,alah palingan Jawa bakalan sepi pas IKN selesai full 100%
ANDREY WILLIAM 🇮🇩,1,"iya karna jawa pindah ke IKN lah, nanti yang menguasai IKN juga jawa sama chindo lagi"
pak kumis benci yahudi🐷,1,lah kok pindah pindah napa nggak netap aja di jawa ops iya kan kalian suka nggambek hak orang lain
𝙉𝙪𝙜𝙯𝙯亗˗ˋˏරධˎˊ˗,1,"""Jawa:hama"" ucap suku pinggiran yang gak bisa nyaingi Jawa🥴"
Rifan Pengen Alphard,1,hama tapi dilirik dunia
farid,1,orang pelosok ya?
Fernrich Cassano,1,luar jawa=pakan hama
my Evan🗿,1,ini contoh nya giliran suku nya di hina malah ga terima
,1,"Jawa = HAMA, ucap orang daerah yang merasa tersingkir di daerahnya sendiri"
@ChannZhy,1,Plis lahh orang Jawa ga usah urusi yg d bali. Contoh nyepi kmrin malah kekeh mau kerja. Islam JAWA TOLOL².
@hanyatopeng,1,"Umat agama mayoritas cari gara2? Udah biasa, umat agama mayoritas bikin ulah? Udah biasa"
@Kojie_muo,1,"Kalau macam tu, pulang sahaja ke negeri cina... Sini tanah islam, bukannya tanah cina ."
@kumaraasung,1,seru rasanya ngebom rumah ibadah penyembah berhala
@Naka83479490,1,Usir tka china...bikin ruksak nkri.
@kopisusustengah,0,Hukum mati lah. Segera. Bgtu ad putusan pendadilan lgsg eksekusi.
@BahyGaspar,0,"Sisi kemanusiaannya sudah hilang, yang ada hanya bajingan"
@Lamno422632,0,"Negara palsu,aslinya perusahaan swasta dikelola maffia"
@Bangdjun_id,0,Negeri cuan para bedebah
bvblevic,0,kasian daerah nya gaperna dilirik pemerintah ya
lah?,1,"batak=hama, pedalaman,plosok km_pungan"
D Alfiansyah,1,tapi yg ngerasisin cina itu kebanyakan orang jawa
TheVerdun,0,"Reneo mas nak Suroboyo, Omonganmu buktikno. Teko Endi Jawa rasis nak Chinese"
karai,1,buktinya ada? yg rasis sama chinese itu antek arab yaman
Strike🎣,0,cindo tapi karyawan gue Jawa
ꦱꦶꦱ꧀ꦮꦤ꧀ꦠꦺꦴꦫꦺꦴ 🇮🇩,1,inget ya sebelum ngemis ke kerajaan jawa dulu china jadi apa suku budakanjepang
wkwk,1,negara gw indo tapi yg jadi raja nya Jawa
rok¡zzzzz,1,asunda+asumatra=hama
𝙔𝘼𝙉𝙕🇧 🇴_🇴 🇱👌,1,jawa = hama + prindavan
Morgan dapa,1,sumatra>jawa
Dhoo??,1,sumatra?easy
HamirBujangan,1,dasar kristen tolol penyembah berhala
vin,1,pulau isi nya cuma begal
gabut,1,sumatra sama jawa mah kalo di ml sama sama bot main nya
Xxx4LD0,0,Orang Sumatra kebanyakan keturunan Jawa
@DukuhYunuz,1,Cina lagi cina lagi ...bagong emang bikin masalah mulu
@Lind_Rachmawati,0,Ini memisahkan masyarakat penyuka yamin manis dan yamin asin ya?
@siasiapa1,1,"chindo tu belagak, makanya dirasisin org lokal,faktakok rata rata chindo belagak jdi org lokal muak"
@capricornada_,1,"Tapi chindo medan songong bet jir, bukan rasis ya tapi mereka yg songong ( ga semua tapi kebanyakan)"
@zikripasa,1,tapi di sini jg banyak Chindo yg merasa superior sampe ngata-ngatain fankuy fanyin. Sakit bgt sih pernah digituin cm karena gw pribumi
@wednesdaymisery,0,"Tlmeanwhile di negeri antah berantah, banyak yg ngaku-ngaku chindo, putihan dikit minta dipanggil cici."
@janegaos,1,"Tapi di negeri wakanda banyak yang ngaku2 chindo dan pengen jadi chindo, gatau aja mereka aslinya gimana"
@kangchunoona,1,Penyepong cindo detected
@DaengKolombo,1,Yg kabur ke LN bawa duit Indo kebanyakan juga chindo chindil !
@koe_regina82909,1,"PIK 1 & PIK 2 sengaja di rancang untuk bisnis orang² tiongkok , sehingga dapat menciptakan Negara dalam Negara"
@ucancallmesiss,0,"terus nak kabeh do jaluk chindo, sing jowo tulen oleh opooo"
@dindasupriyatno,0,Wkwkwk kakean cangkem sih. Keblow up semua kan rasakno
HITAMKAN,0,disini kita bisa melihat hilang nya sila ke3
Dendhi Yoanda,0,"yaaah, begitulah. miris juga liat nya"
REPUBLIK CRF SRIKAT ☢️,1,"apa""an dh jawa suku terhormat jdi suku kecil"" harus tunduk sama jawa inget kastaa tertinggi itu jawa"
Lunar linear,0,"miris liat,bahkan ada yang sampe bawa suku lain buat diadu"
Bagus Prasetyo,0,"temen cewek gua kan ada chindo jawa, udah kebal terhadap begituan"
Zee kanjuddd,0,yg bahas kerja siapa?maksud gw ya yg santai itu gak ada saling ejek dengan suku lain gak ada ras*s lawak amat abang ini
Adi.,0,"sebenernya GC ada yg bermusuhan .hanya saja oknum""saja yg bilang gitu yg SDM rendah"
トーマス・シェルビー,0,langsung diem dia Wak parah lu bang mental break down tuh dia
Adi.,0,primitif SDM rendah
k-,0,"serlock tak parani we, rasahh cangkemann"
xxx.sukakamu,0,-999999999999999999 adap
@janganlupamakan,1,"semua agama di indonesia goblok semua, agama hanyalah cuma cuma"
@hahaha77x,1,sumatra=hama
𝕷𝖔𝖘𝖊𝖗,0,mau yang bangun kristen atau islam atau hindu yang penting bangunnya dari uang halal boss
FRYKRIZX,0,Papua terlupakan
♪ history music 𝄞,0,"gak sabar mau ngerayain natal padahal gue muslim, selamat natal saudaraku"
@hhaijuli,1,beberapa saat kemudian chindo dan pribumi diganti Chindo dan Non Chindo
@prayuyal,1,"enyataan-nya begitu, kecuali kalo pribumi berduit bisa beda cerita"
@maminyabear,1,Halah china kere juga bnyak tolol
@fryyyboyyy,1,Iya klo pribumi miskin jadi omongan sampe mati
@guuonndrongg,1,"Chinesenya aja yg sosoan. Tanah indonesia, mereka cuma numpang lahir, tp gayanya kek pemilik tanah aja"
@moofuchi,1,chindo gapunya toko jg dianggep rendah
kekk,1,jawa = hama ....kata kata orang pedalaman hutan belantara yang tak terjamah peradaban dan agama
setiawan,1,Jawa terlalu populer makanya banyak yg iri
ily bill,0,"ingat bro pejuang kemerdekaan itu gak melihat suku mana, mereka adalah NKRI"
CaptVinz,1,"Jawa=hama , ucap suku yang kalo dirasisin balik minta merdeka"
alfarizzzz,0,wes rasah koyo ngono damai wae kan awak dewe wong indo
Bukan orang penting,0,yg gak pernah ngehina suku Indonesia absen gw dari(aceh)
ffffff,0,perselingan cina jawa
—Frey4,0,"Pandai Menghina Namun Bodoh Untuk Berkaca, Terkadang Manusia Terlalu Kuno Dalam Bermain Logika. Umur Hanya Angka, Attitude Diatas Segalanya."
Unknown,0,kami yg dari timur cuma bisa diam aja
ANDREY WILLIAM 🇮🇩,0,yang penting setia sama NKRI
arTZ,0,ntahlah org org skrg kagak ada rasa tolerannya samsek
Ley,0,toleran pls
陈小希,0,iya sila ke 3 tapi kdg ada sosok anomali
𝖛𝖎𝖙𝖔𝖔,0,"sila ke 3 tidak di pakai oleh orang"" yang tidak kenal pendidikan"
ZycX👾,0,"gak terwujud emg, ibarat misal udah gak ada lagi yg saling rasisin suku.. tapi nanti ada yg memecah belah lagi gara² agama"
rantijii,1,jawa bner bner kena bgt dh sampe dibilang jawa = hama gitu
aslansangsenja,1,"sumatra mana pernah dihina, kalo pun ada gk sebanyak jawa dan china"
vin,1,"kan yg hina Jawa kebanyakan orang Sumatra,kenapa ngaku2 jadi korban?"
AMBARUWOK,0,kesenggol dikit minta merdeka
Ky_dst,0,itu mah Aceh bg gw yg Sumbar yakali keluar NKRI
Sy,1,"kena Rasis dikit langsung mau bikin negara sendiri, giliran ada apa²nyalahin pemerintahan jawa"
RA,0,"Gk bro , yg bilang rata2 provinsi paling barat indo , walaupun ga semua"
lapzz20,1,Malah itu rata2 yg komen Jawa=hama
💣💣💣💣💣,0,"Sumatra yang mana?Aceh atau Batak,etnis Jawa dan cina benar benar di rasisin habis habisan"
RA,0,"Setahuku suku besar di Indo yg hampir tidak pernah rasis ke jawa adalah, batak,dayak,orang timur,bugis😁"
wong jowo,0,bro yang rasis tidak tau kalau semua pondasi bangunan di luar negri buatan orang Jawa (Prof. Dr. (HC). Ir. R. M. Sedyatmo)
@muchlisraya226,1,Pantesan Madura tidak maju².
@vwxyzika,0,"Buat kayak gini nder. Yg highlight merah kata kerja dari pengalaman kamu, highlight kuning berkaitan sm yg kamu lakuin, highlight biru apa yg dicapai, perkuat hasilnya pake angka kayak di highlight hijau. Semoga membantu yaa"
@nayafternoon,0,yang bener aja anjing louis seganteng ini si oliv meleng ke sebelah STOP DISRESPECTING OLIVIA
@DelicaSugeng,1,Jawa tengah mau dipaksa memilih pemimpin model seperti ini?
@Barbarossa747,1,"Maksud Anies tuh prabowo lebih berwibawa di kancah international Beda sama mulyono yang planga plongo di international, 10thn indonesia seakan redup Gitu aja kok ga ngerti, oiya kan penyefong mulyono kbnykan tolol"
@bekalicky,1,Lihat orang Timur dan PSHT Jawa kelahi itu sudah lazim. Dukung Koh @LexWu_13 baku hantam kungfu one by one lawan Chindo Surabaya tengil di luar Jawa. Lokasi ideal yang jauh dari jangkauan aparat dan bisa pinjam tombak dan parang di warga sih di Sumba Tengah atau Pulau Wetar.
@R19cakra,1,Cina guyur hutang Indonesia dan Ppn 12% disahkan per 1 Januari 2025. Indonesia gagal sejahterakan masyarakat menengah dan miskin. SIAP² BADAI PHK DAN INFLASI.
@yeerimc,1,Polemik SMA Kristen Gloria 2 Surabaya belakangan viral di media sosial. Seorang pria yang diduga wali murid meminta seorang siswa merangkak sambil menggonggong. Ia juga tampak marah-marah kepada beberapa orang di sekitarnya. Persitiwa itu telah diadukan ke polisi. Lalu seperti
@Yudhi2024,0,"Tp fakta di lapangan, si Fufufafa sang pangeran Anak Raja Jawa mampu mengubah si macan asia jd kucing anggora, jinak tak berdaya"
@ulyafaqihatinn_,0,Lagi suka 2 model ini doang krn baru belajar hijab menutup dada
@adeirra,0,"Selamat Hari Natal, Indonesiaku yang merayakan, dari timur sampai ke barat, utara ke selatan. Semoga Damai Natal selalu bersama kita semua."
@pinotski,0,"Saat natal ""Merry christmas!"" kami ucapkan kepadanya. Saat lebaran ""Eid mubarak!"" dia ucapkan kepada kami. Selamat natal, teman-teman semua yang merayakan!"
@Rizieq_Sangean,1,Kadrun garis keras di Indonesia ada yg ngaceng ga ngeliat wanita2 UEA tanpa penutup aurat?
@sweetiestevia,0,gue pengen masukin lamaran di sekolah kristen atau katolik gt deh tp bingung ngirimnya kmn
@SammiSoh,0,ni bukti tentara darat IDF tidak asal bunuh sipil Palestina yg berselisih paham dgn mrk. Tentara Israel ini menunjukkan pentingnya sebuah batas yg dijaga utk tdk dilanggar sehingga masing2 pihak berada di wilayah masing2
@kurawa,0,"Planga Plongo, Pak Lurah, Mulyono Hingga puluhan sebutan bullyan kepada bapak @jokowi datang silih berganti tidak pernah engkau hiraukan. Kami akan kenang  saat merasakan lancarnya jalan tol, Pelabuhan hingga airport baru yg engkau wariskan ke negeri ini"
@jokowi,0,"Raja Salman dalam dialog lintas agama kemarin, mengingatkan kita untuk memerangi ekstremisme, radikalisme, dan menjaga toleransi "
@BEMFKG_UNHAS,0,"Selamat Hari Toleransi Internasional! Mari kita rayakan keberagaman dan perbedaan sebagai kekuatan yang memperkaya kita semua. Dengan saling menghargai dan memahami, kita bisa menciptakan dunia yang lebih damai dan harmonis. "
@AndikaPerkasa02,0,"Hari ini adalah moment yang sama-sama kita nantikan. Pesta demokrasi ini harus dirayakan dengan bahagia. Karena Hari ini kita bukan sekadar memilih pemimpin, kita sedang menentukan arah masa depan provinsi Jawa Tengah yang sama-sama kita cintai ini."
@yteeam,0,labubu jawa.
@WidasSatyo,0,Sampai malam ini algoritma temlen belum liat ada bahasan tentang erupsi Gunung Lewotobi di NTT yg sampe merenggut banyak korban jiwa. 10rb warga sekitar gunung terdampak.
@kdrama_menfess,0,•KDM• KIM GOEUN FOR ELLE MAGAZINE KOREA FOTO INI DI CIWIDEY (JAWA BARAT) INDONESIA
@hendrarprihadi,0,setiap anak muda di Jawa Tengah harus mendapat pendidikan terbaik tanpa terbebani biaya
@wizardfes,0,"/wzd nemu di archive, harry potter pake bahasa sunda"
@girlblogueuse,0,Org Inggris-Jawa: “piye though”
@kitschhoff,0,Orang Prancis-Jawa be like “Sopo qui?”
@Mata_Netizen62,1,Darurat Pilkada Jateng  Selamatkan Jateng Dari Cengkraman Partai Coklat Caranya Jangan Kasih Ruang Cagub Yang Didukung MULYONO Sang Perusak Konstitusi! Demi Jawa Tengah #DaruratPilkadaJateng
@BAMPOOKIE,0,Bener kan kata aku wonyoung teh orang sunda
@irwanyns,0,"Duo wewangian yg bkin kamarku jadi segerr+calming, pulang” pusing masuk kamar auto rileks!! Luvv bgtt dahh  Wangi teh jawa Wangi teh hijau"
